drug_name,drug_name_en,indication,indication_en,company_clean,therapeutic_area_norm,therapeutic_area_norm_en,highest_phase_indication_standard,highest_phase_standard_sort_val,drug_synonyms,targets,mechanism_of_action,global_highest_phase_all_indication_standard,global_highest_phase_all_indication_sort_val,global_highest_phase_all_indication_date,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,is_top20_mnc,is_cyclic_peptide,is_rare_disease,is_originator_indication_drug,is_top20mnc_indication_drug,research_institution,research_institution_count
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,嗜铬细胞瘤,Pheochromocytoma,Novartis,肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,2017-07-02,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,True,True,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,嗜铬细胞瘤,Pheochromocytoma,FUJIFILM Toyama(PeptiDream),肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,2017-07-02,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,False,False,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,副神经节瘤,paraganglioma,Novartis,肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,2017-07-02,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,True,True,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,副神经节瘤,paraganglioma,FUJIFILM Toyama(PeptiDream),肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,2017-07-02,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,False,False,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,癌症肝转移,cancer liver metastasis,Novartis,肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,2019-08-01,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,False,True,True,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,癌症肝转移,cancer liver metastasis,FUJIFILM Toyama(PeptiDream),肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,2019-08-01,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,False,False,False,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,脑膜瘤,Meningioma,Novartis,肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,2019-09-09,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,False,True,True,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,脑膜瘤,Meningioma,FUJIFILM Toyama(PeptiDream),肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,2019-09-09,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,False,False,False,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,胸腺癌,thymic cancer,Novartis,肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,True,True,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,胸腺癌,thymic cancer,FUJIFILM Toyama(PeptiDream),肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,False,False,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,神经内分泌前列腺癌,neuroendocrine prostate cancer,Novartis,肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,False,True,True,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,神经内分泌前列腺癌,neuroendocrine prostate cancer,FUJIFILM Toyama(PeptiDream),肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,II期临床,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,False,False,False,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,弥漫性内因性脑桥神经胶质瘤,Diffuse intrinsic pontine glioma,Novartis,肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,I/II期临床,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,True,True,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,弥漫性内因性脑桥神经胶质瘤,Diffuse intrinsic pontine glioma,FUJIFILM Toyama(PeptiDream),肿瘤领域,Oncology,phase 2,2,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,I/II期临床,,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,False,False,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,非霍奇金淋巴瘤,non-hodgkin lymphoma,Novartis,肿瘤领域,Oncology,phase 1,1,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,I期临床,2023-08-16,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,True,True,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
镥[177lu]氧奥曲肽,lutetium Lu-177 dotatate,非霍奇金淋巴瘤,non-hodgkin lymphoma,FUJIFILM Toyama(PeptiDream),肿瘤领域,Oncology,phase 1,1,镥[177lu]氧奥曲肽;lutetium Lu-177 dotatate;177Lu-DOTA0-Tyr3-octreotate;177lutetium dotatate;Lutathera;Lu-177-DOTATATE;Lu-177 DOTA-TATE;177Lu-DOTATATE;[177]Lu-DOTA-TATE;Lu-DOTA-TATE;lutetium (177Lu) oxodotreotide;177Lu-DOTA-TATE;177Lu-octreotate;F-1515;(177镥)镥氧奥曲肽;177Lu-oxodotreotide;AAA601;Lu-177-DOTA-Octreotide;[177Lu]Lu-DOTA-TATE;lutetium[177Lu] oxodotreotide;lutetium Lu 177 dotatate;XTR008,SSTR,anti-SSTR多肽偶联核素;177Lu标记的放射性药物,approved,5,2017-09-26,I期临床,2023-08-16,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;治疗用放射性药物,177Lu标记的放射性药物;多肽偶联核素,True,True,True,False,False,Novartis(Top20 MNC)(原研);FUJIFILM Toyama(PeptiDream),2
Cequa,Cequa (cyclosporine A),干眼病,dry eye disease,康哲药业,眼科领域,Ophthalmology,approved,5,Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,2018-08-14,批准上市,2018-08-14,Active,微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,False,True,False,False,False,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),3
Cequa,Cequa (cyclosporine A),干眼病,dry eye disease,Ocular Technologies(Sun Pharma),眼科领域,Ophthalmology,approved,5,Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,2018-08-14,批准上市,2018-08-14,Active,微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,False,True,False,False,False,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),3
Cequa,Cequa (cyclosporine A),干眼病,dry eye disease,Auven Therapeutics,眼科领域,Ophthalmology,approved,5,Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,2018-08-14,批准上市,2018-08-14,Active,微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,False,True,False,True,False,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),3
Cequa,Cequa (cyclosporine A),炎症(未指明),Inflammation (unspecified),康哲药业,免疫领域,Immunology,phase 1,1,Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,2018-08-14,I期临床,2023-07-24,Active,微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,False,True,False,False,False,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),3
Cequa,Cequa (cyclosporine A),炎症(未指明),Inflammation (unspecified),Ocular Technologies(Sun Pharma),免疫领域,Immunology,phase 1,1,Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,2018-08-14,I期临床,2023-07-24,Active,微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,False,True,False,False,False,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),3
Cequa,Cequa (cyclosporine A),炎症(未指明),Inflammation (unspecified),Auven Therapeutics,免疫领域,Immunology,phase 1,1,Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,2018-08-14,I期临床,2023-07-24,Active,微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,False,True,False,True,False,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),3
普利肽新,普利肽新,多发性骨髓瘤,multiple myeloma,Boryung Pharmaceutical,肿瘤领域,Oncology,approved,5,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,批准上市,2018-12-11,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,True,False,False,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,多发性骨髓瘤,multiple myeloma,Chugai Pharmaceutical,肿瘤领域,Oncology,approved,5,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,批准上市,2018-12-11,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,True,False,True,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,多发性骨髓瘤,multiple myeloma,PharmaMar,肿瘤领域,Oncology,approved,5,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,批准上市,2018-12-11,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,True,True,False,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,多发性骨髓瘤,multiple myeloma,Specialised Therapeutics,肿瘤领域,Oncology,approved,5,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,批准上市,2018-12-11,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,True,False,False,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,新型冠状病毒感染,novel coronavirus infection,Boryung Pharmaceutical,感染领域,Infectious Diseases,phase 3,3,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,III期临床,2021-03-05,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,False,False,False,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,新型冠状病毒感染,novel coronavirus infection,Chugai Pharmaceutical,感染领域,Infectious Diseases,phase 3,3,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,III期临床,2021-03-05,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,False,False,True,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,新型冠状病毒感染,novel coronavirus infection,PharmaMar,感染领域,Infectious Diseases,phase 3,3,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,III期临床,2021-03-05,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,False,True,False,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,新型冠状病毒感染,novel coronavirus infection,Specialised Therapeutics,感染领域,Infectious Diseases,phase 3,3,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,III期临床,2021-03-05,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,False,False,False,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,长新冠,Long new crown,Boryung Pharmaceutical,感染领域,Infectious Diseases,phase 2,2,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,II期临床,2024-12-05,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,False,False,False,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,长新冠,Long new crown,Chugai Pharmaceutical,感染领域,Infectious Diseases,phase 2,2,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,II期临床,2024-12-05,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,False,False,True,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,长新冠,Long new crown,PharmaMar,感染领域,Infectious Diseases,phase 2,2,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,II期临床,2024-12-05,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,False,True,False,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
普利肽新,普利肽新,长新冠,Long new crown,Specialised Therapeutics,感染领域,Infectious Diseases,phase 2,2,普利肽新;plitidepsin;dehydrodidemnin B;Aplidin;plitidepsine,EEF1A1,EEF1A1抑制剂,approved,5,2018-12-11,II期临床,2024-12-05,Active,创新药,化药,其他,环肽;First-in-Class;差异化疾病;中国无申报,抑制剂,True,True,False,False,False,Boryung Pharmaceutical;Chugai Pharmaceutical(Top20 MNC);PharmaMar(原研);Specialised Therapeutics,4
