drug_name,drug_name_en,drug_synonyms,indication,indication_en,targets,mechanism_of_action,research_institution,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,indication_original,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,disease_area,npuid,originator_country,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_norm,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_norm_en,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,库欣综合征,Cushing's syndrome,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,库欣综合征(差异化疾病),批准上市,2012/4/24,Active,内分泌及代谢领域;罕见疾病领域,DR015961,欧洲,approved,批准上市,2012/4/24,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",内分泌及代谢领域,['内分泌及代谢领域'],1,内分泌及代谢领域,,,5,5,Endocrinology & Metabolism,Endocrinology & Metabolism,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,胰瘘,pancreatic fistula,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,胰瘘,III期临床,2009/10/14,Active,消化领域,DR015961,欧洲,phase 3,批准上市,2012/4/24,approved,2,TRUE,FALSE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",消化领域,['消化领域'],1,消化领域,,,5,3,Digestive System,Digestive System,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,泌乳素瘤,prolactinoma,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,泌乳素瘤(差异化疾病),II/III期临床,2012/6/15,Active,肿瘤领域;罕见疾病领域,DR015961,欧洲,phase 3,批准上市,2012/4/24,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,3,Oncology,Oncology,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,乳腺癌,breast cancer,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,乳腺癌,II期临床,2011/5/20,Active,肿瘤领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,FALSE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,胰腺癌,pancreatic cancer,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,胰腺癌,II期临床,2009/8/13,Active,肿瘤领域;罕见疾病领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,髓样甲状腺癌,medullary thyroid cancer,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,髓样甲状腺癌(差异化疾病),II期临床,2011/1/5,Active,肿瘤领域;罕见疾病领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,低血糖症,hypoglycemia,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,低血糖症,II期临床,,Active,内分泌及代谢领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,FALSE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",内分泌及代谢领域,['内分泌及代谢领域'],1,内分泌及代谢领域,,,5,2,Endocrinology & Metabolism,Endocrinology & Metabolism,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,多囊肾病,polycystic kidney disease,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,多囊肾病,II期临床,2012/8/21,Active,泌尿生殖领域;罕见疾病领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",泌尿生殖领域,['泌尿生殖领域'],1,泌尿生殖领域,,,5,2,Genitourinary,Genitourinary,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,神经内分泌肿瘤,neuroendocrine tumors,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,神经内分泌肿瘤,II期临床,2010/12/3,Active,肿瘤领域;罕见疾病领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,滑膜肉瘤,synovial sarcoma,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,滑膜肉瘤(差异化疾病),II期临床,2024/6/13,Active,肿瘤领域;罕见疾病领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,促结缔组织增生性小圆细胞瘤,desmoplastic small round cell tumor,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,促结缔组织增生性小圆细胞瘤(差异化疾病),II期临床,2024/6/13,Active,肿瘤领域;罕见疾病领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,脑膜瘤,Meningioma,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,脑膜瘤,II期临床,2008/12/23,Active,肿瘤领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,FALSE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,肺和胸腺类癌,Lung and thymic carcinoid tumors,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,肺和胸腺类癌(差异化疾病),II期临床,,Active,肿瘤领域;罕见疾病领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,TRUE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
帕瑞肽,pasireotide,帕瑞肽;pasireotide;帕西瑞肽;Signifor;丝尼芬;SOM230;SOM230B;SOM230LAR;SOM230C LAR;SOM 230;SOM230C,减肥术后低血糖症,Hypoglycemia after bariatric surgery,somatostatin,somatostatin类似物,Recordati;Novartis(Top20 MNC)(原研)(无权益),创新药,化药,多肽,环肽;差异化疾病,类似物,减肥术后低血糖症(差异化疾病),II期临床,2023/7/3,Active,消化领域,DR015961,欧洲,phase 2,批准上市,2012/4/24,approved,2,TRUE,FALSE,TRUE,['Novartis'],['Novartis'],1,"['Recordati', 'Novartis(Top20 MNC)(原研)(无权益)']",消化领域,['消化领域'],1,消化领域,,,5,2,Digestive System,Digestive System,,
利那洛肽,linaclotide,利那洛肽;linaclotide;Linzess;Constella;ASP0456;MD-1100;令泽舒;MD-7246,便秘型肠易激综合征,constipation irritable bowel syndrome,GC-C,GC-C激动剂,AstraZeneca(Top20 MNC);Astellas Pharma(Top20 MNC);Forest Laboratories(AbbVie)(Top20 MNC);Ironwood Pharmaceuticals(原研),创新药,化药,多肽,环肽;First-in-Class;差异化疾病,激动剂,便秘型肠易激综合征,批准上市,2012/8/30,Active,消化领域,DR031924,美国,approved,批准上市,2012/8/30,approved,4,TRUE,FALSE,TRUE,"['AstraZeneca', 'Astellas Pharma', 'Forest Laboratories(AbbVie)']",['Ironwood Pharmaceuticals'],1,"['AstraZeneca(Top20 MNC)', 'Astellas Pharma(Top20 MNC)', 'Forest Laboratories(AbbVie)(Top20 MNC)', 'Ironwood Pharmaceuticals(原研)']",消化领域,['消化领域'],1,消化领域,,,5,5,Digestive System,Digestive System,,
利那洛肽,linaclotide,利那洛肽;linaclotide;Linzess;Constella;ASP0456;MD-1100;令泽舒;MD-7246,便秘,constipate,GC-C,GC-C激动剂,AstraZeneca(Top20 MNC);Astellas Pharma(Top20 MNC);Forest Laboratories(AbbVie)(Top20 MNC);Ironwood Pharmaceuticals(原研),创新药,化药,多肽,环肽;First-in-Class;差异化疾病,激动剂,便秘,批准上市,2023/6/12,Active,消化领域,DR031924,美国,approved,批准上市,2012/8/30,approved,4,TRUE,FALSE,TRUE,"['AstraZeneca', 'Astellas Pharma', 'Forest Laboratories(AbbVie)']",['Ironwood Pharmaceuticals'],1,"['AstraZeneca(Top20 MNC)', 'Astellas Pharma(Top20 MNC)', 'Forest Laboratories(AbbVie)(Top20 MNC)', 'Ironwood Pharmaceuticals(原研)']",消化领域,['消化领域'],1,消化领域,,,5,5,Digestive System,Digestive System,,
利那洛肽,linaclotide,利那洛肽;linaclotide;Linzess;Constella;ASP0456;MD-1100;令泽舒;MD-7246,慢性特发性便秘,chronic idiopathic constipation,GC-C,GC-C激动剂,AstraZeneca(Top20 MNC);Astellas Pharma(Top20 MNC);Forest Laboratories(AbbVie)(Top20 MNC);Ironwood Pharmaceuticals(原研),创新药,化药,多肽,环肽;First-in-Class;差异化疾病,激动剂,慢性特发性便秘,批准上市,2012/8/30,Active,消化领域,DR031924,美国,approved,批准上市,2012/8/30,approved,4,TRUE,FALSE,TRUE,"['AstraZeneca', 'Astellas Pharma', 'Forest Laboratories(AbbVie)']",['Ironwood Pharmaceuticals'],1,"['AstraZeneca(Top20 MNC)', 'Astellas Pharma(Top20 MNC)', 'Forest Laboratories(AbbVie)(Top20 MNC)', 'Ironwood Pharmaceuticals(原研)']",消化领域,['消化领域'],1,消化领域,,,5,5,Digestive System,Digestive System,,
利那洛肽,linaclotide,利那洛肽;linaclotide;Linzess;Constella;ASP0456;MD-1100;令泽舒;MD-7246,结直肠癌,colorectal cancer,GC-C,GC-C激动剂,AstraZeneca(Top20 MNC);Astellas Pharma(Top20 MNC);Forest Laboratories(AbbVie)(Top20 MNC);Ironwood Pharmaceuticals(原研),创新药,化药,多肽,环肽;First-in-Class;差异化疾病,激动剂,结直肠癌(差异化疾病),II期临床,2019/1/8,Active,肿瘤领域,DR031924,美国,phase 2,批准上市,2012/8/30,approved,4,TRUE,FALSE,TRUE,"['AstraZeneca', 'Astellas Pharma', 'Forest Laboratories(AbbVie)']",['Ironwood Pharmaceuticals'],1,"['AstraZeneca(Top20 MNC)', 'Astellas Pharma(Top20 MNC)', 'Forest Laboratories(AbbVie)(Top20 MNC)', 'Ironwood Pharmaceuticals(原研)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
利那洛肽,linaclotide,利那洛肽;linaclotide;Linzess;Constella;ASP0456;MD-1100;令泽舒;MD-7246,肠易激综合征,irritable bowel syndrome,GC-C,GC-C激动剂,AstraZeneca(Top20 MNC);Astellas Pharma(Top20 MNC);Forest Laboratories(AbbVie)(Top20 MNC);Ironwood Pharmaceuticals(原研),创新药,化药,多肽,环肽;First-in-Class;差异化疾病,激动剂,肠易激综合征,I/II期临床,2024/11/18,Active,消化领域,DR031924,美国,phase 2,批准上市,2012/8/30,approved,4,TRUE,FALSE,TRUE,"['AstraZeneca', 'Astellas Pharma', 'Forest Laboratories(AbbVie)']",['Ironwood Pharmaceuticals'],1,"['AstraZeneca(Top20 MNC)', 'Astellas Pharma(Top20 MNC)', 'Forest Laboratories(AbbVie)(Top20 MNC)', 'Ironwood Pharmaceuticals(原研)']",消化领域,['消化领域'],1,消化领域,,,5,2,Digestive System,Digestive System,,
利那洛肽,linaclotide,利那洛肽;linaclotide;Linzess;Constella;ASP0456;MD-1100;令泽舒;MD-7246,肠道清洗,bowel cleansing,GC-C,GC-C激动剂,AstraZeneca(Top20 MNC);Astellas Pharma(Top20 MNC);Forest Laboratories(AbbVie)(Top20 MNC);Ironwood Pharmaceuticals(原研),创新药,化药,多肽,环肽;First-in-Class;差异化疾病,激动剂,肠道清洗(差异化疾病),I期临床,2021/11/30,Active,消化领域,DR031924,美国,phase 1,批准上市,2012/8/30,approved,4,TRUE,FALSE,TRUE,"['AstraZeneca', 'Astellas Pharma', 'Forest Laboratories(AbbVie)']",['Ironwood Pharmaceuticals'],1,"['AstraZeneca(Top20 MNC)', 'Astellas Pharma(Top20 MNC)', 'Forest Laboratories(AbbVie)(Top20 MNC)', 'Ironwood Pharmaceuticals(原研)']",消化领域,['消化领域'],1,消化领域,,,5,1,Digestive System,Digestive System,,
利那洛肽,linaclotide,利那洛肽;linaclotide;Linzess;Constella;ASP0456;MD-1100;令泽舒;MD-7246,急性胰腺炎,acute pancreatitis,GC-C,GC-C激动剂,AstraZeneca(Top20 MNC);Astellas Pharma(Top20 MNC);Forest Laboratories(AbbVie)(Top20 MNC);Ironwood Pharmaceuticals(原研),创新药,化药,多肽,环肽;First-in-Class;差异化疾病,激动剂,急性胰腺炎(差异化疾病),I期临床,2024/1/26,Active,消化领域,DR031924,美国,phase 1,批准上市,2012/8/30,approved,4,TRUE,FALSE,TRUE,"['AstraZeneca', 'Astellas Pharma', 'Forest Laboratories(AbbVie)']",['Ironwood Pharmaceuticals'],1,"['AstraZeneca(Top20 MNC)', 'Astellas Pharma(Top20 MNC)', 'Forest Laboratories(AbbVie)(Top20 MNC)', 'Ironwood Pharmaceuticals(原研)']",消化领域,['消化领域'],1,消化领域,,,5,1,Digestive System,Digestive System,,
gallium Ga-68 dotatate,gallium Ga-68 dotatate,gallium Ga-68 dotatate;Netspot;Somakit-TATE;68Ga-DOTA TATE;gallium-68 DOTA TATE;Ga-68-DOTATATE;gallium Ga 68-DOTATATE;68Ga-DOTATATE;68Ga-DOTA-TATE;[68Ga]Ga-DOTA-TATE;68Ga-DOTA-octreotate,PET显像,PET imaging,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;诊断用放射性药物,68Ga标记的PET药物;多肽偶联核素,PET显像,批准上市,,Active,诊断试剂领域,DR009499,欧洲,approved,批准上市,2016/6/1,approved,1,TRUE,FALSE,TRUE,['Advanced Accelerator Applications(Siemens Healthineers)'],['Advanced Accelerator Applications(Siemens Healthineers)'],1,['Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研)'],诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,5,5,Diagnostic Reagents,Diagnostic Reagents,,
gallium Ga-68 dotatate,gallium Ga-68 dotatate,gallium Ga-68 dotatate;Netspot;Somakit-TATE;68Ga-DOTA TATE;gallium-68 DOTA TATE;Ga-68-DOTATATE;gallium Ga 68-DOTATATE;68Ga-DOTATATE;68Ga-DOTA-TATE;[68Ga]Ga-DOTA-TATE;68Ga-DOTA-octreotate,神经内分泌肿瘤,neuroendocrine tumors,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;诊断用放射性药物,68Ga标记的PET药物;多肽偶联核素,神经内分泌肿瘤,批准上市,,Active,罕见疾病领域;肿瘤领域,DR009499,欧洲,approved,批准上市,2016/6/1,approved,1,TRUE,TRUE,TRUE,['Advanced Accelerator Applications(Siemens Healthineers)'],['Advanced Accelerator Applications(Siemens Healthineers)'],1,['Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,5,Oncology,Oncology,,
gallium Ga-68 dotatate,gallium Ga-68 dotatate,gallium Ga-68 dotatate;Netspot;Somakit-TATE;68Ga-DOTA TATE;gallium-68 DOTA TATE;Ga-68-DOTATATE;gallium Ga 68-DOTATATE;68Ga-DOTATATE;68Ga-DOTA-TATE;[68Ga]Ga-DOTA-TATE;68Ga-DOTA-octreotate,HR阳性乳腺癌,HR positive breast cancer,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;诊断用放射性药物,68Ga标记的PET药物;多肽偶联核素,HR阳性乳腺癌(差异化疾病),II期临床,,Active,肿瘤领域,DR009499,欧洲,phase 2,批准上市,2016/6/1,approved,1,TRUE,FALSE,TRUE,['Advanced Accelerator Applications(Siemens Healthineers)'],['Advanced Accelerator Applications(Siemens Healthineers)'],1,['Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
gallium Ga-68 dotatate,gallium Ga-68 dotatate,gallium Ga-68 dotatate;Netspot;Somakit-TATE;68Ga-DOTA TATE;gallium-68 DOTA TATE;Ga-68-DOTATATE;gallium Ga 68-DOTATATE;68Ga-DOTATATE;68Ga-DOTA-TATE;[68Ga]Ga-DOTA-TATE;68Ga-DOTA-octreotate,鼻咽癌,Nasopharyngeal cancer,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;诊断用放射性药物,68Ga标记的PET药物;多肽偶联核素,鼻咽癌,I/II期临床,,Active,罕见疾病领域;肿瘤领域,DR009499,欧洲,phase 2,批准上市,2016/6/1,approved,1,TRUE,TRUE,TRUE,['Advanced Accelerator Applications(Siemens Healthineers)'],['Advanced Accelerator Applications(Siemens Healthineers)'],1,['Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,
gallium Ga-68 dotatate,gallium Ga-68 dotatate,gallium Ga-68 dotatate;Netspot;Somakit-TATE;68Ga-DOTA TATE;gallium-68 DOTA TATE;Ga-68-DOTATATE;gallium Ga 68-DOTATATE;68Ga-DOTATATE;68Ga-DOTA-TATE;[68Ga]Ga-DOTA-TATE;68Ga-DOTA-octreotate,小细胞肺癌,small cell lung cancer,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;差异化疾病;诊断用放射性药物,68Ga标记的PET药物;多肽偶联核素,小细胞肺癌,I期临床,,Active,罕见疾病领域;肿瘤领域,DR009499,欧洲,phase 1,批准上市,2016/6/1,approved,1,TRUE,TRUE,TRUE,['Advanced Accelerator Applications(Siemens Healthineers)'],['Advanced Accelerator Applications(Siemens Healthineers)'],1,['Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研)'],肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,
镓[68Ga]伊索曲肽,68Ga-edotreotide,镓[68Ga]伊索曲肽;68Ga-edotreotide;SomaKit TOC;gallium (Ga 68) edotreotide;gallium Ga 68-edotreotide;68Ga-DOTATOC;DOTATOC-68Ga;[68Ga]-DOTA-tyr3-Octreotide;gallium-68 DOTATOC;Sogacin;TOCscan;[68Ga]Ga-DOTA-TOC;IASOtoc;[68Ga]-DOTATOC;ITM-14D;ITM-14;镓[68Ga]依度曲肽,PET显像,PET imaging,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研);ITM Isotope;远大医药;IASON(Curium Austria),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病,多肽偶联核素;68Ga标记的PET药物,PET显像,批准上市,2019/8/21,Active,诊断试剂领域,DR055026,欧洲,approved,批准上市,2016/12/8,approved,4,TRUE,FALSE,TRUE,['Advanced Accelerator Applications(Siemens Healthineers)'],['Advanced Accelerator Applications(Siemens Healthineers)'],1,"['Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研)', 'ITM Isotope', '远大医药', 'IASON(Curium Austria)']",诊断试剂领域,['诊断试剂领域'],1,诊断试剂领域,,,5,5,Diagnostic Reagents,Diagnostic Reagents,,
镓[68Ga]伊索曲肽,68Ga-edotreotide,镓[68Ga]伊索曲肽;68Ga-edotreotide;SomaKit TOC;gallium (Ga 68) edotreotide;gallium Ga 68-edotreotide;68Ga-DOTATOC;DOTATOC-68Ga;[68Ga]-DOTA-tyr3-Octreotide;gallium-68 DOTATOC;Sogacin;TOCscan;[68Ga]Ga-DOTA-TOC;IASOtoc;[68Ga]-DOTATOC;ITM-14D;ITM-14;镓[68Ga]依度曲肽,神经内分泌肿瘤,neuroendocrine tumors,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研);ITM Isotope;远大医药;IASON(Curium Austria),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病,多肽偶联核素;68Ga标记的PET药物,神经内分泌肿瘤,批准上市,2016/12/8,Active,肿瘤领域;罕见疾病领域,DR055026,欧洲,approved,批准上市,2016/12/8,approved,4,TRUE,TRUE,TRUE,['Advanced Accelerator Applications(Siemens Healthineers)'],['Advanced Accelerator Applications(Siemens Healthineers)'],1,"['Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研)', 'ITM Isotope', '远大医药', 'IASON(Curium Austria)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,5,Oncology,Oncology,,
镓[68Ga]伊索曲肽,68Ga-edotreotide,镓[68Ga]伊索曲肽;68Ga-edotreotide;SomaKit TOC;gallium (Ga 68) edotreotide;gallium Ga 68-edotreotide;68Ga-DOTATOC;DOTATOC-68Ga;[68Ga]-DOTA-tyr3-Octreotide;gallium-68 DOTATOC;Sogacin;TOCscan;[68Ga]Ga-DOTA-TOC;IASOtoc;[68Ga]-DOTATOC;ITM-14D;ITM-14;镓[68Ga]依度曲肽,乳腺癌,breast cancer,SSTR,anti-SSTR多肽偶联核素;68Ga标记的PET药物,Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研);ITM Isotope;远大医药;IASON(Curium Austria),创新药,化药,多肽;放射性药物;偶联药物,环肽;差异化疾病,多肽偶联核素;68Ga标记的PET药物,乳腺癌,III期临床,2024/9/25,Active,肿瘤领域,DR055026,欧洲,phase 3,批准上市,2016/12/8,approved,4,TRUE,FALSE,TRUE,['Advanced Accelerator Applications(Siemens Healthineers)'],['Advanced Accelerator Applications(Siemens Healthineers)'],1,"['Advanced Accelerator Applications(Siemens Healthineers)(Top20 MNC)(原研)', 'ITM Isotope', '远大医药', 'IASON(Curium Austria)']",肿瘤领域,['肿瘤领域'],1,肿瘤领域,,,5,3,Oncology,Oncology,,
